0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
Billie Baby;Lloyd Price;spotify:track:6PpxbyZHlyQdrNlpT7wRik;0,382;0,449;11;-14,24;1;0,049;0,966;0,353;0,427;0,627;141,112;180213;4;42,18461;10;1;3
Billy the Kid Suite: III. Mexican Dance and Finale;Aaron Copland;spotify:track:2DlLMfTBwWYF04W2utj6BR;0,297;0,323;0;-13,847;1;0,0395;0,925;0,9;0,313;0,278;141,199;189893;3;31,46519;11;0;3
Billy the Kid Suite: IV. Prairie Night. Card Game at Night;Aaron Copland;spotify:track:2dYgELSCD36ZrZvj2G2KHR;0,15;0,0309;5;-28,506;0;0,0441;0,966;0,945;0,114;0,0422;79,831;192573;3;73,61833;9;0;3
Bird Food;Ornette Coleman;spotify:track:74ZDVhXBegMADxv0thqBpL;0,571;0,264;0;-16,709;1;0,0808;0,33;0,548;0,246;0,747;122,012;330960;3;41,70169;16;0;3
Black And White;Serge Gainsbourg;spotify:track:7KmHVdey9cB6ITm229T6Jw;0,599;0,578;0;-10,635;1;0,0368;0,000253;0,11;0,309;0,848;101,974;128280;4;19,60934;9;0;3
Black Trombone;Serge Gainsbourg;spotify:track:5D3Lo6FozaIKCmdO4JwUIU;0,671;0,353;9;-14,028;0;0,0472;0,546;3,45E-06;0,107;0,31;126,655;156467;4;37,57835;9;0;3
Black Verse - Part 2;Langston Hughes;spotify:track:3BEXJuImGA6ivhEEMDqLuR;0,614;0,151;1;-13,432;1;0,866;0,636;0;0,507;0,463;63,642;1109787;4;57,97933;50;0;3
Bloody Jack;Serge Gainsbourg;spotify:track:7B7VSgTVbnFCH5PFPT1uq5;0,655;0,513;5;-11,25;0;0,138;0,0679;0,0347;0,615;0,811;95,542;123747;4;36,85747;5;0;3
Blue Angel;Roy Orbison;spotify:track:6KBy2tUhaf9LfG2FGGbEOC;0,473;0,557;5;-7,124;1;0,0249;0,456;0,0994;0,251;0,672;104,84;177387;4;62,40191;9;1;3
Blue Autumn;Bobby Goldsboro;spotify:track:1Vp8fFUPiBLc6LuSemiahz;0,515;0,348;0;-12,457;1;0,0253;0,453;0,000227;0,339;0,266;92,746;185139;4;16,4416;11;1;3
Blue Moon;The Marcels;spotify:track:75ewj77lCHHLKOlyx5KvGw;0,621;0,43;7;-11,163;1;0,0343;0,69;0;0,075;0,938;127,74;135200;4;55,71106;7;1;3
Blue Moon;The Ventures;spotify:track:79BVw1dAEhmoEIPeerlmHb;0,646;0,526;3;-11,051;0;0,0456;0,921;0,801;0,103;0,726;149;134867;4;40,82342;5;1;3
Blues On The Ceiling;Karen Dalton;spotify:track:4fMd0R9aSoaz1qpUuUOFxE;0,536;0,0488;0;-20,183;1;0,046;0,777;0,0116;0,13;0,182;114,533;217573;4;65,61169;7;0;3
Boi Bumbá;Luiz Gonzaga;spotify:track:2snTBcopXQK60YFdRqWGHZ;0,611;0,697;9;-8,43;1;0,0437;0,406;0;0,24;0,971;139,521;182067;4;36,37854;9;0;3
Bold Soul Sister;Ike & Tina Turner;spotify:track:6g2RtR71Qj12dKQIwPpFJc;0,775;0,688;3;-12,959;1;0,0699;0,224;0,0411;0,117;0,93;94,143;158508;4;42,2136;8;1;3
Bonita - 1966 Version;Antônio Carlos Jobim;spotify:track:4hIkFskdnjGMunCazPggBP;0,29;0,339;0;-17,977;1;0,0344;0,783;0,00563;0,228;0,583;82,055;175200;4;70,33827;8;0;3
Bossa girotondo;Benedetto Ghiglia;spotify:track:0tXTaVT1SYCwwlzgcZ5obl;0,611;0,669;0;-12,532;1;0,0527;0,623;0,102;0,286;0,893;94,205;108840;4;24,40595;7;0;3
Boss-Eyed Whelk;Johnny Pearson;spotify:track:72PjKcvbMQsgQ6zn8chQRy;0,631;0,544;0;-10,249;1;0,117;0,376;0,421;0,0489;0,832;124,9;150227;4;17,88021;9;0;3
Boys Are Boys and Girls Are Choice;The Monks;spotify:track:1k8TPFg7q2sXRWIWSxyCgK;0,633;0,94;0;-7,749;1;0,127;0,403;0,00126;0,0742;0,619;115,328;85467;4;37,34952;6;0;3
Bracelets Of Fingers;The Pretty Things;spotify:track:6g6N0HhdpogmRlBKNMZJFj;0,304;0,453;11;-12,143;1;0,045;0,124;8,67E-06;0,332;0,387;94,919;221013;1;32,68509;9;0;3
Brazil (Aka Aquarela do Brasil);Antônio Carlos Jobim;spotify:track:6tkseXybAYPQUNl2FFxnA7;0,519;0,38;10;-22,881;0;0,0378;0,384;0,889;0,0659;0,72;112,145;579467;4;41,12642;29;0;3
Bring A Little Lovin';Los Bravos;spotify:track:24hTWZvRrl74dwKPzqVNYf;0,601;0,913;1;-4,681;0;0,134;0,00659;0,0125;0,0713;0,91;115,348;141427;4;30,0778;8;1;3
Bring A Little Sunshine (To My Heart);Vic Dana;spotify:track:7dHlQJqO7UWa9E2Vm9Z5S0;0,262;0,341;9;-11,323;1;0,037;0,909;0;0,0896;0,374;86,945;158253;4;26,19443;8;1;3
Bring It On Home To Me;Eddie Floyd;spotify:track:0gh9MaV9g5shq3Y6BBTTX4;0,725;0,435;0;-14,235;1;0,0419;0,154;0,000756;0,188;0,866;123,455;151467;4;19,95954;7;1;3
Bring It On Home To Me;The Animals;spotify:track:56OdLFVSIGJdtVpHrAKkd4;0,469;0,598;7;-5,53;1;0,0304;0,495;1,16E-06;0,175;0,749;124,839;163867;3;68,09802;8;1;3
Broad Way Blues;Ornette Coleman;spotify:track:3ASbn4OVbcg1tnSjmdyREe;0,508;0,253;3;-17,518;1;0,0487;0,471;0,246;0,121;0,579;95,527;523760;4;57,87924;27;0;3
Brontosaurus Stomp;The Piltdown Men;spotify:track:4MexmY7hcWQB9tNfbnDBIm;0,5;0,852;2;-13,335;1;0,032;0,717;0,828;0,203;0,609;107,266;156320;4;27,12406;8;1;3
Brooklyn Roads;Neil Diamond;spotify:track:2xCfhGqLL1QcGGzkqfdxN7;0,536;0,577;2;-8,955;1;0,0314;0,574;0,000126;0,162;0,496;120,992;218680;4;40,91106;10;1;3
Brother Love's Travelling Salvation Show;Neil Diamond;spotify:track:39S2xu12I1IwMVqSvoORSh;0,428;0,432;8;-11,58;1;0,0288;0,575;0,00933;0,0888;0,808;135,142;211862;4;33,76803;11;1;3
Burning Bridges;Jack Scott;spotify:track:51jyAgrsTNvOyZPW949qZR;0,465;0,276;2;-13,184;1;0,0242;0,809;0,000272;0,214;0,233;82,613;161733;4;31,35286;9;1;3
By the Time I Get to Phoenix;Harry Belafonte;spotify:track:1RFkqzWw8i8vDwnuBKG9h3;0,243;0,303;5;-12,135;1;0,0302;0,906;0,000903;0,152;0,32;86,372;162440;1;36,63858;8;0;3
Bye Bye Baby;Mary Wells;spotify:track:4HnfN3T1gJ88zmHiafIYcW;0,598;0,448;4;-14,978;0;0,0399;0,832;0,471;0,588;0,832;124,875;169133;4;57,17076;8;1;3
Caboclo Nordestino;Luiz Gonzaga;spotify:track:1IFkSZaIT1j6O4GO6N3Pqd;0,717;0,565;2;-8,606;0;0,0283;0,451;0;0,108;0,961;100,757;134507;4;49,41165;6;0;3
California Dreamin';The Mamas & The Papas;spotify:track:4s6LhHAV5SEsOV0lC2tjvJ;0,552;0,608;1;-9,786;0;0,0345;0,352;0;0,0533;0,637;112,367;162373;4;50,92597;7;1;3
Call Me Irresponsible;Jack Jones;spotify:track:1l90dM1PU5YvAoNxxTHlCB;0,179;0,202;9;-12,299;0;0,033;0,959;0,000313;0,082;0,126;85,049;193800;4;17,59963;9;1;3
Campanas Del Olvido;Vicente Fernández;spotify:track:7mdMrdf4mnG5nfPbW7uP1a;0,441;0,327;9;-7,088;1;0,028;0,751;8,09E-05;0,157;0,728;101,352;156653;4;20,25567;9;0;3
Can You Jerk Like Me;The Contours;spotify:track:2HwrXACzxpTTFRbYVtOoyg;0,556;0,742;8;-6,524;1;0,0524;0,612;2,60E-05;0,055;0,771;78,691;149293;4;50,60703;7;1;3
Canción Mixteca (Qué Lejos Estoy);Guty Cárdenas;spotify:track:5YiWWyZGN1X8WLGw4Az17h;0,468;0,102;11;-17,171;1;0,0381;0,995;0,000853;0,166;0,312;165,59;177253;4;36,73757;9;0;3
Cançó de la Mort a L'alba;Raimon;spotify:track:2uj96Cudig8I7WxP5m7Rn6;0,653;0,0718;1;-14,563;1;0,162;0,988;0,0136;0,101;0,294;100,562;173578;3;32,91208;8;0;3
Canço de Matinada - Versión 1966;Joan Manuel Serrat;spotify:track:1Hk0gSg6ewz0fYD5pJSBPO;0,419;0,287;4;-11,32;1;0,0618;0,948;0,0106;0,101;0,565;90,834;171693;4;23,93187;7;0;3
Candy;The Astors;spotify:track:2zCruKarW8FMGbK77z2yh6;0,699;0,536;3;-11,186;1;0,0315;0,616;0,0128;0,0876;0,916;137,976;182600;4;34,649;11;1;3
Can't Buy Me Love;The Beatles;spotify:track:3EQBI1Fiv7z3QfqTeb9Tqk;0,844;0,299;0;-12,645;1;0,0621;0,848;0,844;0,102;0,566;102,088;131176;4;20,00939;6;1;3
Cantando;Vicente Fernández;spotify:track:4meu4kLwTw5PiR43PSU9c9;0,475;0,344;7;-6,096;1;0,0294;0,762;0;0,0697;0,663;105,634;168533;3;20,56063;10;0;3
Cantarem la Vida;Raimon;spotify:track:6VHixXoblBVJur9OKCYF1N;0,417;0,515;7;-7,817;1;0,0344;0,789;0,115;0,383;0,499;116,649;104605;4;40,61279;5;0;3
Canto Karabali;Ernesto Lecuona;spotify:track:4Tk0UyQb1fY4NbbmrhFBo3;0,343;0,364;2;-16,701;0;0,103;0,341;0,0966;0,0413;0,393;137,348;192280;4;28,26109;9;0;3
Caprice viennois;Fritz Kreisler;spotify:track:2KGzzTDGv5cRSs8tmfzPLB;0,283;0,0811;11;-20,653;1;0,047;0,982;0,771;0,0897;0,0797;88,961;236080;4;20,71075;12;0;3
Cara-Lin;The Strangeloves;spotify:track:4jQAWmK7RTRWaofM5n2NhK;0,748;0,788;2;-11,284;1;0,067;0,135;3,81E-06;0,501;0,626;130,506;162333;4;19,26742;10;1;3
Caravan;Santo & Johnny;spotify:track:7upcKagl9OmfV6ETI6dH8S;0,602;0,815;1;-6,601;1;0,0286;0,0431;0,808;0,097;0,683;124,34;147293;4;29,61684;7;1;3
Carmem;Nelson Gonçalves;spotify:track:7nmPvDcwrFLV4u0QSTrR7V;0,566;0,405;1;-10,516;1;0,0626;0,866;0;0,47;0,657;121,11;193160;4;32,57278;12;0;3
Carmen Suite No. 1: Les Toréadors. Allegro giocoso (Introduction to Act I);National Philharmonic Orchestra;spotify:track:2OLnlTjZH3XVH6fCNCfNlm;0,271;0,601;9;-12,56;1;0,0521;0,787;0,847;0,331;0,567;130,802;131547;4;61,73189;6;0;3
Carmen Suite No. 2: Habanera. Allegretto quasi Andantino (Act I);National Philharmonic Orchestra;spotify:track:7o5TNZQJJcCk6iUh8dzrZt;0,459;0,0158;2;-27,076;1;0,0395;0,968;0,173;0,0948;0,497;118,256;133467;4;23,91311;8;0;3
Carnival of the Animals. R. 125: The Elephant;Camille Saint-Saëns;spotify:track:0XxJCgsv3Qpd2KS7pObC6W;0,498;0,00733;10;-35,44;1;0,0404;0,991;0,885;0,156;0,167;120,64;82293;3;56,5425;5;0;3
Carolina;Chico Buarque;spotify:track:3NNV7VTez7EUR23ONFiiGl;0,518;0,5;4;-9,242;1;0,0289;0,36;4,91E-06;0,345;0,618;126,595;159133;1;31,52888;8;0;3
Carolina - Remastered 2006;Caetano Veloso;spotify:track:15gNqKkZN9Mq9AvnRqWJKb;0,545;0,22;2;-15,079;0;0,0828;0,582;0,239;0,269;0,386;118,223;158413;4;47,08099;6;0;3
Cathy's Clown;The Everly Brothers;spotify:track:1MA9StLzlFftLbuqOmoWij;0,498;0,582;7;-8,961;1;0,0339;0,412;0;0,372;0,866;119,809;144013;4;26,54844;9;1;3
Celebrated Walkin' Blues;Taj Mahal;spotify:track:4oNnxT1kVOAcAYkt8gxXAS;0,509;0,341;7;-12,555;1;0,0654;0,519;1,31E-05;0,0867;0,515;130,023;531960;3;33,15027;26;0;3
C'est Si Bon (It's So Good);Conway Twitty;spotify:track:7axj2soLPxuhxJEYaUoYEg;0,58;0,617;0;-8,706;1;0,0493;0,727;0;0,393;0,831;120,496;134013;4;41,91757;8;1;3
Challenge;The Hippy Boys;spotify:track:40y0sUu9CninULuwVN7pL3;0,851;0,435;0;-15,29;1;0,201;0,0309;0,814;0,085;0,842;134,811;214427;4;25,6108;14;0;3
Charles. Anjo 45;Jorge Ben Jor;spotify:track:3lNGmnqX0xaiHRI726Lv9L;0,404;0,947;6;-4,692;1;0,149;0,615;2,95E-06;0,676;0,482;96,118;290893;4;19,77103;11;0;3
Chattanooga Shoe Shine Boy;Freddy Cannon;spotify:track:09Ajvg7syF6abRRgjzDzVK;0,523;0,769;2;-9,059;1;0,145;0,738;0;0,288;0,928;178,156;136518;4;33,56683;9;1;3
Chega De Saudade;Antônio Carlos Jobim;spotify:track:6qHr8eoiiBi5n8J9YuN1wH;0,679;0,281;2;-17,908;1;0,0399;0,507;0,152;0,332;0,658;144,565;259640;4;43,03297;9;0;3
Cherry;The Tennors;spotify:track:5x9nK20X3Y5nRVKSIc999j;0,785;0,455;5;-10,884;1;0,0354;0,115;8,94E-05;0,315;0,965;136,151;184813;4;28,49501;9;0;3
Ching Miau - Rudy Van Gelder Remaster;Yusef Lateef;spotify:track:6oarR9NsZJOlYxDi17S9iS;0,266;0,33;7;-13,088;0;0,0377;0,456;4,75E-05;0,183;0,313;34,496;194693;4;36,62393;7;0;3
Chove Chuva;Jorge Ben Jor;spotify:track:6mTfOxORhYlpnTvm7VrL6b;0,729;0,401;10;-9,458;1;0,0418;0,644;0;0,0757;0,549;134,704;184093;4;29,17542;9;0;3
Cien Kilos de Barro (100 Pounds of Clay);Enrique Guzman;spotify:track:4EuH5egzbPHEXadXd86uLu;0,528;0,493;0;-12,346;1;0,0298;0,414;0;0,674;0,888;118,575;156507;4;29,90294;8;0;3
Cinema Olympia;Gal Costa;spotify:track:2V0jjmmJBqy7bF6RZtVpSV;0,464;0,518;5;-9,452;0;0,167;0,469;0;0,717;0,63;146,522;187307;4;22,51519;9;0;3
Cinnamon;Derek;spotify:track:4pPlVFUPPiT2Sm7pPlW8Or;0,604;0,742;9;-9,503;1;0,0459;0,0611;6,13E-06;0,259;0,923;163,861;161947;4;24,20331;9;1;3
Clarinet Quintet in A Major. K. 581: II. Larghetto;Wolfgang Amadeus Mozart;spotify:track:6fbS068D6CV5geWaeJAvNU;0,16;0,0258;2;-27,456;1;0,0416;0,966;0,452;0,115;0,0757;87,63;380693;4;23,88774;20;0;3
Cleo's Mood;Jr. Walker & The All Stars;spotify:track:43YABWyEDz7auf9nW9j9hf;0,726;0,401;3;-7,524;0;0,0323;0,782;0,323;0,168;0,852;106,476;161973;4;71,89978;5;1;3
Climb Ev'ry Mountain;Tony Bennett;spotify:track:4nTRD7ETULNj6ACAvASHoj;0,187;0,425;9;-8,776;1;0,0312;0,962;0,000823;0,211;0,226;74,407;141493;1;53,75417;5;1;3
Close Together;Jimmy Reed;spotify:track:69BitnFFEW0yrtbNQL4inL;0,665;0,619;9;-8,99;1;0,0399;0,831;0,00734;0,0845;0,861;94,156;159827;4;47,33312;7;1;3
Club Verde;Vicente Fernández;spotify:track:5bWB0qrX38UbAAryEVVSvH;0,315;0,313;7;-9,31;1;0,0466;0,779;3,66E-06;0,104;0,329;174,92;216133;3;46,0885;11;0;3
Come And Get Me;Jackie DeShannon;spotify:track:44okWRzv99N7MzyYiC4SRU;0,498;0,589;5;-6,776;1;0,0312;0,814;1,12E-06;0,158;0,419;97,195;162133;4;35,08908;8;1;3
Come Back;Jimmy Clanton;spotify:track:5fHylZH1UdG2v7kCNMWe7W;0,423;0,309;0;-9,53;1;0,0263;0,623;7,98E-06;0,0497;0,288;103,079;172199;3;36,76828;7;1;3
Come Back Silly Girl;The Lettermen;spotify:track:4QkvXIZGRmR2k7yduFFj9L;0,408;0,364;7;-14,743;1;0,0277;0,665;0,00862;0,301;0,429;96,429;147493;4;30,16817;9;1;3
Come Go With Me;Dion;spotify:track:4Swf4WlGoBZDVgk6MFOsrr;0,322;0,718;0;-11,428;1;0,0938;0,239;0;0,676;0,737;118,735;167413;4;33,58108;10;1;3
Come Home;The Dave Clark Five;spotify:track:4wcd85PgLU1vmzcUe9okMB;0,417;0,361;7;-9,994;1;0,0626;0,376;0;0,114;0,47;201,364;168493;4;36,32903;9;1;3
Come On And See Me;Tammi Terrell;spotify:track:3u7n1FGFhlUEZrjCmwwepe;0,589;0,758;1;-4,158;1;0,0315;0,0715;0,00842;0,104;0,869;113,864;140267;4;61,10432;6;1;3
Come Rain Or Come Shine;Ray Charles;spotify:track:2htH7r8oqqEwp3BB6oh2cU;0,357;0,216;3;-12,833;1;0,0343;0,767;4,31E-06;0,531;0,283;119,57;222733;4;37,34774;10;1;3
Comment te dire adieu - Remasterisé en 2016;Françoise Hardy;spotify:track:6g5qyQrAcoBX4X7XjxBoTO;0,711;0,586;10;-9,78;0;0,0514;0,435;6,48E-06;0,15;0,931;124,058;148507;4;57,92996;7;0;3
Confession au clair de lune;Georges Delerue;spotify:track:6q0d2dr9BVMvoHMU3TF1UU;0,122;0,165;4;-15,358;0;0,0393;0,983;0,832;0,117;0,0583;68,608;260640;4;27,04614;13;0;3
Confidente De Secundaria;Los Teen Tops;spotify:track:2KXmZd1wcCxqkmLk8paTgl;0,559;0,934;8;-3,228;1;0,0416;0,38;0;0,144;0,962;103,631;132307;4;18,60075;8;0;3
Conscience;James Darren;spotify:track:4U6I4CX15zcKLDSCgc0Eab;0,534;0,712;11;-7,476;1;0,0837;0,513;0;0,367;0,947;129,136;153267;4;66,62363;7;1;3
Contra la por - En Directe;Raimon;spotify:track:5edgEMLgtCOqAMNzgQ8zLE;0,568;0,832;5;-9,929;1;0,708;0,897;0;0,783;0,366;121,684;115537;4;37,27987;7;0;3
Cool Britannia - 2007 Remastered Version;The Bonzo Dog Band;spotify:track:6w27VuPCOGqJryZ4nwarAt;0,597;0,516;5;-10,61;1;0,373;0,574;0,0158;0,158;0,913;93,599;57373;4;0;2;0;3
Copitas de Mezcal;Irma Serrano;spotify:track:4niw2IRJ7RcGaNPef5UpUv;0,677;0,508;4;-7,998;1;0,0476;0,864;8,36E-06;0,533;0,933;132,927;181093;4;62,0392;7;0;3
Country Blues;Doc Watson;spotify:track:4TXtgaRXTR68GKG9p9bZQU;0,563;0,447;0;-15,218;1;0,0323;0,81;0,00484;0,186;0,743;127,384;213000;4;25,19069;12;0;3
Cradle Of Love;Johnny Preston;spotify:track:1tS8ZbjupcoB8seWVVfadt;0,477;0,506;6;-11,669;0;0,0696;0,683;2,15E-05;0,0538;0,868;174,525;140320;4;33,53435;7;1;3
Crazy Downtown;Allan Sherman;spotify:track:4VFGjvg01giZD45wwmVUXF;0,603;0,581;9;-11,03;1;0,224;0,748;0;0,562;0,83;137,483;177227;4;22,31848;12;1;3
Cry;Ronnie Dove;spotify:track:30bxwrpUzdHZYMslOnmA2n;0,256;0,355;11;-12,827;1;0,0434;0,802;0,000187;0,254;0,372;72,275;179920;4;35,80117;9;1;3
Cultura E Civilizacao;Gal Costa;spotify:track:0ZJGH0aJWdaQdeP6Np8vg6;0,415;0,619;10;-10,5;0;0,173;0,0919;0,00194;0,251;0,842;172,087;259160;4;40,36562;13;0;3
Cumbiando;Tito Puente;spotify:track:3kifhKwDtDC9Tx7h3LonPo;0,671;0,625;7;-4,893;1;0,0278;0,287;0;0,0514;0,961;97,163;153213;4;61,08925;6;0;3
Cycles;Frank Sinatra;spotify:track:6DjRrgnIppWgyccDDEFAqe;0,477;0,148;1;-22,719;1;0,038;0,903;0,000376;0,111;0,291;128,251;190373;3;23,38268;13;1;3
Daddy's Little Girl;Al Martino;spotify:track:4hnY0XMGe5bA3itrn3tvNt;0,27;0,367;5;-12,577;0;0,0315;0,697;0;0,22;0,414;86,487;150009;3;18,13633;7;1;3
Danse Mounia;André Hossein;spotify:track:2KibF09izRyYFqZB6LxLBi;0,443;0,92;2;-3,794;0;0,057;0,864;0,573;0,23;0,736;132,578;44933;4;0;2;0;3
Day Hospital from The Caretakers;Elmer Bernstein;spotify:track:2yVtydYNXguWzfC0QWNGFG;0,176;0,0948;7;-21,2;0;0,0392;0,846;0,93;0,351;0,0383;72,182;103706;3;45,14644;5;0;3
Day Tripper;The Beatles;spotify:track:29b2b96jozyD9GPCkOrVLs;0,665;0,782;6;-8,438;0;0,0307;0,12;4,19E-06;0,125;0,731;137,453;169000;4;30,58847;8;1;3
Daydream Believer;The Monkees;spotify:track:7uEcCGtM1FBBGIhPozhJjv;0,51;0,488;7;-10,304;1;0,0304;0,256;0;0,11;0,649;125,683;179613;4;43,48787;9;1;3
Dear Dad;Chuck Berry;spotify:track:6b27e8J1dUre0H9xBM9rvs;0,656;0,743;5;-8,69;0;0,0653;0,541;0;0,288;0,979;151,617;109467;4;38,32373;6;1;3
Dear John C.;Elvin Jones;spotify:track:2AsUAyuVajCMo15b2q171Y;0,33;0,35;10;-16,862;0;0,0427;0,66;0,0022;0,213;0,511;67,141;236400;3;20,74597;10;0;3
Dedicated To The One I Love;The Mamas & The Papas;spotify:track:1mFrjW8e8fuAOowlU3Q3Dr;0,396;0,452;7;-8,809;1;0,0326;0,814;0;0,192;0,307;103,264;178733;4;33,25193;9;1;3
Deep River;Traditional;spotify:track:3UPaoFTUYEviggxe4xDIFh;0,181;0,294;5;-15,448;1;0,0395;0,987;0,0085;0,113;0,0577;101,506;186160;4;74,69106;10;0;3
Deixa O Menino Brincar;Jorge Ben Jor;spotify:track:20cIjiSmt5IRmLvFgV3gXc;0,482;0,68;0;-6,689;1;0,0543;0,427;0;0,0765;0,879;145,853;136267;4;44,64307;7;0;3
Delia;Harry Belafonte;spotify:track:7e1ECeLOh8bhpH20vHau6K;0,321;0,227;2;-14,297;1;0,0295;0,849;7,36E-06;0,109;0,385;167,825;216280;4;45,15674;11;0;3
Delta Lady;Joe Cocker;spotify:track:0gHjMu0zgdBA0GcaA6B6x0;0,492;0,574;0;-11,036;1;0,0514;0,436;0;0,482;0,777;136,094;170160;4;22,09299;11;1;3
Départ de Renaud;André Hossein;spotify:track:5KBrcHCfaOnDDw4F4JBtPZ;0,145;0,167;9;-21,377;1;0,0289;0,807;0,0506;0,117;0,117;84,766;66101;4;27,23322;5;0;3
Desesperadamente;Eydie Gormé;spotify:track:79d6zoi5I9tK1J2jb3Klfm;0,508;0,403;8;-12,112;1;0,0381;0,825;0;0,347;0,652;113,22;129693;4;36,07832;8;0;3
Desperado - Intro lenta tensiva;Gianni Ferrio;spotify:track:73kDDC2hoZ12XEb9WVM0rj;0,424;0,0514;2;-28,456;0;0,0474;0,758;0,0028;0,11;0,0749;123,267;252920;4;61,61164;10;0;3
Die Meistersinger von Nürnberg. WWV 96: Prelude (Arr. for Piano by Glenn Gould);Richard Wagner;spotify:track:0ADmj3r1bSVKQL07cUCxQu;0,388;0,19;0;-19,812;1;0,0331;0,989;0,873;0,111;0,394;100,502;579853;4;67,6338;24;0;3
Diguem No - En Directe;Raimon;spotify:track:1ZzuH2o1PS4QrblNN8ypTH;0,481;0,261;0;-13,596;1;0,0665;0,921;1,33E-05;0,673;0,364;125,278;167297;4;28,80174;9;0;3
Dirty Dishes;Jerry Goldsmith;spotify:track:75HoEsuKFrNLM1w5re8D8p;0,405;0,269;0;-18,225;1;0,048;0,944;0,975;0,141;0,116;122,153;73573;4;14,11011;3;0;3
Dirty Man;Laura Lee;spotify:track:0762EAuTa9SF0BzPEqbL7w;0,53;0,465;2;-6,231;1;0,0331;0,316;2,40E-05;0,0894;0,676;167,194;175640;3;30,07743;8;1;3
Dizzy;Tommy Roe;spotify:track:3jJKKhg0t4HpdfNDyGiZDy;0,802;0,407;6;-10,857;1;0,0309;0,00727;0,00147;0,0626;0,821;104,058;176693;4;34,01089;8;1;3
Do Wah Diddy Diddy;Manfred Mann;spotify:track:7ko2240lyr2DngGin6Fx37;0,661;0,557;4;-8,244;1;0,049;0,262;0;0,0557;0,957;125,445;143400;4;24,65931;7;1;3
Do You Believe In Magic;The Lovin' Spoonful;spotify:track:1udKn1oNKYQSQ9OmiIWCMu;0,552;0,742;0;-7,963;1;0,0454;0,218;0;0,339;0,751;138,591;125827;4;25,18298;7;1;3
Do You Mind?;Anthony Newley;spotify:track:1Dp1eYjIvZbUcVILKlWm08;0,862;0,0937;0;-15,738;1;0,0522;0,462;0;0,179;0,73;120,006;142827;4;49,04478;6;1;3
Doggin' Around;Jackie Wilson;spotify:track:0T7jzjQENOkhRNwkfGbTO7;0,541;0,366;5;-9,19;1;0,0252;0,938;0,445;0,107;0,425;94,809;173027;3;34,15322;10;1;3
Dominica Prima Adventus. Alleluia. Ostende: VIII Mode;Traditional;spotify:track:6ZUVIQacko5RG3R4AKH9vC;0,213;0,0581;8;-22,425;0;0,0487;0,982;0,69;0,167;0,0395;84,048;175453;4;60,08926;6;0;3
Don't Bring Me Down;The Pretty Things;spotify:track:4w2ssaS47rnYb4IrQL3Cwj;0,544;0,682;9;-9,243;1;0,0638;0,00322;0,498;0,0931;0,814;98,602;130357;4;36,97011;8;0;3
Don't Come Knockin';Fats Domino;spotify:track:7rtkJqHIA5i5kcPnMzzBMp;0,417;0,41;10;-12,107;1;0,0369;0,305;0,000423;0,11;0,954;172,378;117493;4;36,11071;6;1;3
Don't Make Promises - Bonus Track;Krokodil;spotify:track:2wmhJQqUS4HeMOzieGjZPD;0,567;0,927;2;-5,687;1;0,0824;0,126;0,000196;0,123;0,462;113,898;242600;4;51,86658;13;0;3
Don't You Believe It;Andy Williams;spotify:track:57fXifdcomXuoCqRZY8KRN;0,41;0,13;2;-16,79;1;0,0297;0,892;1,92E-05;0,0699;0,403;82,438;147427;4;23,49375;11;1;3
Don't You Care;The Buckinghams;spotify:track:7qWwWg1oIczYhL3kVyabG3;0,41;0,566;6;-11,073;0;0,0443;0,0967;0;0,263;0,669;142,037;148800;4;38,26931;9;1;3
Dorme Dorme Menininha;Sérgio Ricardo;spotify:track:5Y4zOiY61P3vcXCIKfPO3G;0,445;0,0399;0;-24,696;1;0,0379;0,974;0,343;0,113;0,209;123,197;201973;4;34,70241;12;0;3
Dos Gardenias;La Sonora Matancera;spotify:track:7KPfrN9VIUjAmnkuS7SoaR;0,558;0,626;2;-5,558;0;0,032;0,76;1,26E-06;0,0903;0,753;113,902;133947;4;20,839;8;0;3
Driving Wheel;Junior Parker;spotify:track:5oLY2gz4HnKTcXxKkaGrsa;0,401;0,454;7;-11,52;1;0,0339;0,688;1,50E-06;0,101;0,656;80,692;160773;4;58,76938;6;1;3
Duchess;Scott Walker;spotify:track:3Pm0GbwAVDYu4BNPQrQPfw;0,311;0,209;11;-20,169;1;0,0414;0,782;0,000993;0,139;0,422;127,78;168400;4;20,79003;9;0;3
Dunce Songs;Mark Van Doren;spotify:track:7Cjtnt7agwy4i22UeXPiaF;0,703;0,072;1;-22,476;1;0,826;0,838;6,25E-05;0,134;0,527;74,474;316627;4;59,71609;16;0;3
É Preciso Perdoar;MPB4;spotify:track:3KGwtYmqC94o0dFEeQd8Ta;0,431;0,547;0;-10,533;0;0,0386;0,769;0,0991;0,522;0,613;80,731;168227;4;28,6773;8;0;3
Ebrio;Gerardo Reyes;spotify:track:09HWxCp7DZmbBJn6Dg1ob8;0,565;0,358;0;-8,442;0;0,0259;0,579;0;0,198;0,535;100,826;155307;4;44,69729;10;0;3
Échame a Mí la Culpa;Amalia Mendoza;spotify:track:4QJsxMItrRbvn05gGuf0CZ;0,36;0,124;5;-15,965;1;0,0524;0,708;0;0,26;0,342;85,672;191173;4;38,30617;10;0;3
